"source","category","name","canonical_url","cli_identifier","scraped_description","implementation_prompt"
"React Bits","Text Animations","Rotating Text","https://www.reactbits.dev/text-animations/rotating-text","RotatingText","Cycles through multiple phrases with 3D rotate / flip transitions.","Build an original, reusable React component called **Rotating Text**. Its visual behaviour should be: Cycles through multiple phrases with 3D rotate / flip transitions. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Scrambled Text","https://www.reactbits.dev/text-animations/scrambled-text","ScrambledText","Detects cursor position and applies a distortion effect to text.","Build an original, reusable React component called **Scrambled Text**. Its visual behaviour should be: Detects cursor position and applies a distortion effect to text. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Scroll Float","https://www.reactbits.dev/text-animations/scroll-float","ScrollFloat","Text gently floats / parallax shifts on scroll.","Build an original, reusable React component called **Scroll Float**. Its visual behaviour should be: Text gently floats / parallax shifts on scroll. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Scroll Reveal","https://www.reactbits.dev/text-animations/scroll-reveal","ScrollReveal","Text gently unblurs and reveals on scroll.","Build an original, reusable React component called **Scroll Reveal**. Its visual behaviour should be: Text gently unblurs and reveals on scroll. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Scroll Velocity","https://www.reactbits.dev/text-animations/scroll-velocity","ScrollVelocity","Text marquee animatio - speed and distortion scale with user's scroll velocity.","Build an original, reusable React component called **Scroll Velocity**. Its visual behaviour should be: Text marquee animatio - speed and distortion scale with user's scroll velocity. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Shiny Text","https://www.reactbits.dev/text-animations/shiny-text","ShinyText","Metallic sheen sweeps across text producing a reflective highlight.","Build an original, reusable React component called **Shiny Text**. Its visual behaviour should be: Metallic sheen sweeps across text producing a reflective highlight. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Shuffle","https://www.reactbits.dev/text-animations/shuffle","Shuffle","Animated text reveal where characters shuffle before settling.","Build an original, reusable React component called **Shuffle**. Its visual behaviour should be: Animated text reveal where characters shuffle before settling. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Split Flap Text","https://www.reactbits.dev/text-animations/split-flap-text","SplitFlapText","Mechanical split-flap departure board that clacks through to each new phrase.","Build an original, reusable React component called **Split Flap Text**. Its visual behaviour should be: Mechanical split-flap departure board that clacks through to each new phrase. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Split Text","https://www.reactbits.dev/text-animations/split-text","SplitText","Splits text into characters / words for staggered entrance animation.","Build an original, reusable React component called **Split Text**. Its visual behaviour should be: Splits text into characters / words for staggered entrance animation. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Stroke Text","https://www.reactbits.dev/text-animations/stroke-text","StrokeText","Outlined letterforms draw themselves on, then flood with fill.","Build an original, reusable React component called **Stroke Text**. Its visual behaviour should be: Outlined letterforms draw themselves on, then flood with fill. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Text Cursor","https://www.reactbits.dev/text-animations/text-cursor","TextCursor","Make any text element follow your cursor, leaving a trail of copies behind it.","Build an original, reusable React component called **Text Cursor**. Its visual behaviour should be: Make any text element follow your cursor, leaving a trail of copies behind it. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Text Loop","https://www.reactbits.dev/text-animations/text-loop","TextLoop","A seamless text marquee that flows along curved SVG paths.","Build an original, reusable React component called **Text Loop**. Its visual behaviour should be: A seamless text marquee that flows along curved SVG paths. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Text Pressure","https://www.reactbits.dev/text-animations/text-pressure","TextPressure","Characters scale / warp interactively based on pointer pressure zone.","Build an original, reusable React component called **Text Pressure**. Its visual behaviour should be: Characters scale / warp interactively based on pointer pressure zone. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Text Type","https://www.reactbits.dev/text-animations/text-type","TextType","Typewriter effect with blinking cursor and adjustable typing cadence.","Build an original, reusable React component called **Text Type**. Its visual behaviour should be: Typewriter effect with blinking cursor and adjustable typing cadence. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","True Focus","https://www.reactbits.dev/text-animations/true-focus","TrueFocus","Applies dynamic blur / clarity based over a series of words in order.","Build an original, reusable React component called **True Focus**. Its visual behaviour should be: Applies dynamic blur / clarity based over a series of words in order. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Variable Proximity","https://www.reactbits.dev/text-animations/variable-proximity","VariableProximity","Letter styling changes continuously with pointer distance mapping.","Build an original, reusable React component called **Variable Proximity**. Its visual behaviour should be: Letter styling changes continuously with pointer distance mapping. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Text Animations","Warp Text","https://www.reactbits.dev/text-animations/warp-text","WarpText","WebGL warp that bends and refracts the text around the pointer.","Build an original, reusable React component called **Warp Text**. Its visual behaviour should be: WebGL warp that bends and refracts the text around the pointer. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
